GID1	GID2	EH23_Early_Flower	EH23_Foliage	EH23_Foliage_12light	EH23_Late_Flower	EH23_Roots	EH23_Shoottips
EH23a.chr2.v1.g100850.t1	EH23b.chr2.v1.g098590.t1	C	C	C	C	C	C
EH23a.chr2.v1.g100870.t1	EH23b.chr2.v1.g098610.t1	C	C	C	C	C	C
EH23a.chr2.v1.g100880.t1	EH23b.chr2.v1.g098620.t1	C	C	C	C	C	C
EH23a.chr2.v1.g100890.t1	EH23b.chr2.v1.g098630.t1	C	C	C	C	C	C
EH23a.chr2.v1.g100900.t1	EH23b.chr2.v1.g098640.t1	C	C	C	C	C	C
EH23a.chr2.v1.g100910.t1	EH23b.chr2.v1.g098650.t1	C	C	C	C	C	C
EH23a.chr2.v1.g100930.t1	EH23b.chr2.v1.g098700.t1	C	C	C	C	C	C
EH23a.chr2.v1.g100980.t1	EH23b.chr2.v1.g098710.t1	C	C	C	C	C	C
EH23a.chr2.v1.g100990.t1	EH23b.chr2.v1.g098720.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101000.t1	EH23b.chr2.v1.g098730.t1	A	A	A	A	A	A
EH23a.chr2.v1.g101010.t1	EH23b.chr2.v1.g098740.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101040.t1	EH23b.chr2.v1.g098760.t1	C	A	C	C	C	C
EH23a.chr2.v1.g101050.t1	EH23b.chr2.v1.g098770.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101060.t1	EH23b.chr2.v1.g098830.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101070.t1	EH23b.chr2.v1.g098860.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101080.t1	EH23b.chr2.v1.g098870.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101090.t1	EH23b.chr2.v1.g098880.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101100.t1	EH23b.chr2.v1.g098890.t1	C	C	A	C	C	C
EH23a.chr2.v1.g101110.t1	EH23b.chr2.v1.g098950.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101130.t1	EH23b.chr2.v1.g098990.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101160.t1	EH23b.chr2.v1.g099020.t1	A	A	C	A	A	A
EH23a.chr2.v1.g101170.t1	EH23b.chr2.v1.g099030.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101190.t1	EH23b.chr2.v1.g099050.t1	C	C	C	C	C	B
EH23a.chr2.v1.g101250.t1	EH23b.chr2.v1.g099190.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101270.t1	EH23b.chr2.v1.g099200.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101300.t1	EH23b.chr2.v1.g099220.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101310.t1	EH23b.chr2.v1.g099260.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101320.t1	EH23b.chr2.v1.g099310.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101380.t1	EH23b.chr2.v1.g099330.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101390.t1	EH23b.chr2.v1.g099340.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101400.t1	EH23b.chr2.v1.g099350.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101410.t1	EH23b.chr2.v1.g099360.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101420.t1	EH23b.chr2.v1.g099370.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101430.t1	EH23b.chr2.v1.g099380.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101440.t1	EH23b.chr2.v1.g099390.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101470.t1	EH23b.chr2.v1.g099430.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101480.t1	EH23b.chr2.v1.g099440.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101490.t1	EH23b.chr2.v1.g099450.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101530.t1	EH23b.chr2.v1.g099460.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101540.t1	EH23b.chr2.v1.g099470.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101570.t1	EH23b.chr2.v1.g099480.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101580.t1	EH23b.chr2.v1.g099490.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101590.t1	EH23b.chr2.v1.g099500.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101600.t1	EH23b.chr2.v1.g099510.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101610.t1	EH23b.chr2.v1.g099520.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101620.t1	EH23b.chr2.v1.g099530.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101630.t1	EH23b.chr2.v1.g099540.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101640.t1	EH23b.chr2.v1.g099550.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101660.t2	EH23b.chr2.v1.g099590.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101800.t1	EH23b.chr2.v1.g099680.t1	C	C	C	B	C	A
EH23a.chr2.v1.g101810.t1	EH23b.chr2.v1.g099690.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101820.t1	EH23b.chr2.v1.g099700.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101840.t1	EH23b.chr2.v1.g099750.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101850.t1	EH23b.chr2.v1.g099760.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101860.t1	EH23b.chr2.v1.g099780.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101870.t1	EH23b.chr2.v1.g099790.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101880.t1	EH23b.chr2.v1.g099800.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101890.t1	EH23b.chr2.v1.g099810.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101900.t1	EH23b.chr2.v1.g099820.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101930.t1	EH23b.chr2.v1.g099840.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101960.t1	EH23b.chr2.v1.g099850.t1	C	C	C	C	C	C
EH23a.chr2.v1.g101980.t1	EH23b.chr2.v1.g099860.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102030.t1	EH23b.chr2.v1.g099870.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102040.t1	EH23b.chr2.v1.g099880.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102050.t1	EH23b.chr2.v1.g099890.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102060.t1	EH23b.chr2.v1.g099930.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102070.t1	EH23b.chr2.v1.g099970.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102090.t1	EH23b.chr2.v1.g099980.t1	A	C	C	C	C	C
EH23a.chr2.v1.g102120.t1	EH23b.chr2.v1.g100000.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102150.t1	EH23b.chr2.v1.g100030.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102160.t1	EH23b.chr2.v1.g100040.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102170.t1	EH23b.chr2.v1.g100050.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102250.t1	EH23b.chr2.v1.g100130.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102290.t1	EH23b.chr2.v1.g100190.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102300.t1	EH23b.chr2.v1.g100200.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102320.t1	EH23b.chr2.v1.g100230.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102330.t1	EH23b.chr2.v1.g100250.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102340.t1	EH23b.chr2.v1.g100260.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102350.t1	EH23b.chr2.v1.g100270.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102360.t1	EH23b.chr2.v1.g100280.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102370.t1	EH23b.chr2.v1.g100290.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102380.t1	EH23b.chr2.v1.g100300.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102390.t1	EH23b.chr2.v1.g100360.t1	C	C	C	A	C	C
EH23a.chr2.v1.g102400.t1	EH23b.chr2.v1.g100370.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102400.t2	EH23b.chr2.v1.g100370.t2	C	C	C	C	C	C
EH23a.chr2.v1.g102460.t1	EH23b.chr2.v1.g100440.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102470.t1	EH23b.chr2.v1.g100450.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102600.t1	EH23b.chr2.v1.g100410.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102610.t1	EH23b.chr2.v1.g100470.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102620.t1	EH23b.chr2.v1.g100480.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102640.t1	EH23b.chr2.v1.g100500.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102670.t1	EH23b.chr2.v1.g100540.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102680.t1	EH23b.chr2.v1.g100550.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102690.t1	EH23b.chr2.v1.g100580.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102720.t1	EH23b.chr2.v1.g100610.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102730.t1	EH23b.chr2.v1.g100620.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102740.t1	EH23b.chr2.v1.g100630.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102750.t1	EH23b.chr2.v1.g100640.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102780.t1	EH23b.chr2.v1.g100650.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102830.t1	EH23b.chr2.v1.g100720.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102860.t1	EH23b.chr2.v1.g100750.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102870.t1	EH23b.chr2.v1.g100760.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102880.t1	EH23b.chr2.v1.g100770.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102890.t1	EH23b.chr2.v1.g100780.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102900.t1	EH23b.chr2.v1.g100790.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102960.t1	EH23b.chr2.v1.g100830.t1	C	C	C	C	C	C
EH23a.chr2.v1.g102980.t1	EH23b.chr2.v1.g100850.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103000.t1	EH23b.chr2.v1.g100910.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103020.t1	EH23b.chr2.v1.g100920.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103030.t1	EH23b.chr2.v1.g100960.t1	C	C	C	C	B	B
EH23a.chr2.v1.g103040.t1	EH23b.chr2.v1.g100970.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103050.t1	EH23b.chr2.v1.g100980.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103100.t1	EH23b.chr2.v1.g100990.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103110.t1	EH23b.chr2.v1.g101000.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103120.t1	EH23b.chr2.v1.g101010.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103140.t1	EH23b.chr2.v1.g101030.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103150.t1	EH23b.chr2.v1.g101050.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103160.t1	EH23b.chr2.v1.g101060.t1	C	B	A	B	B	C
EH23a.chr2.v1.g103180.t1	EH23b.chr2.v1.g101080.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103190.t1	EH23b.chr2.v1.g101100.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103200.t1	EH23b.chr2.v1.g101110.t1	C	C	C	A	C	C
EH23a.chr2.v1.g103230.t1	EH23b.chr2.v1.g101120.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103240.t1	EH23b.chr2.v1.g101130.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103250.t1	EH23b.chr2.v1.g101140.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103300.t1	EH23b.chr2.v1.g101150.t1	C	C	C	C	C	B
EH23a.chr2.v1.g103340.t1	EH23b.chr2.v1.g101180.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103380.t1	EH23b.chr2.v1.g101220.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103430.t1	EH23b.chr2.v1.g101270.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103520.t1	EH23b.chr2.v1.g101360.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103530.t1	EH23b.chr2.v1.g101370.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103560.t1	EH23b.chr2.v1.g101410.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103580.t1	EH23b.chr2.v1.g101420.t1	C	C	C	C	B	C
EH23a.chr2.v1.g103590.t1	EH23b.chr2.v1.g101430.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103610.t1	EH23b.chr2.v1.g101450.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103620.t1	EH23b.chr2.v1.g101460.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103630.t1	EH23b.chr2.v1.g101470.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103640.t1	EH23b.chr2.v1.g101480.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103670.t1	EH23b.chr2.v1.g101510.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103700.t1	EH23b.chr2.v1.g101540.t1	A	A	A	A	A	A
EH23a.chr2.v1.g103710.t1	EH23b.chr2.v1.g101550.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103730.t1	EH23b.chr2.v1.g101570.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103740.t1	EH23b.chr2.v1.g101580.t1	A	A	C	A	A	A
EH23a.chr2.v1.g103760.t1	EH23b.chr2.v1.g101600.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103770.t1	EH23b.chr2.v1.g101610.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103790.t1	EH23b.chr2.v1.g101630.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103800.t1	EH23b.chr2.v1.g101640.t1	C	C	C	C	A	A
EH23a.chr2.v1.g103830.t1	EH23b.chr2.v1.g101670.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103830.t2	EH23b.chr2.v1.g101670.t2	C	C	C	C	C	C
EH23a.chr2.v1.g103850.t1	EH23b.chr2.v1.g101740.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103860.t1	EH23b.chr2.v1.g101750.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103870.t1	EH23b.chr2.v1.g101760.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103880.t1	EH23b.chr2.v1.g101770.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103890.t1	EH23b.chr2.v1.g101780.t1	C	C	C	A	A	C
EH23a.chr2.v1.g103900.t1	EH23b.chr2.v1.g101790.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103920.t1	EH23b.chr2.v1.g101800.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103930.t1	EH23b.chr2.v1.g101810.t1	A	A	A	A	A	A
EH23a.chr2.v1.g103940.t1	EH23b.chr2.v1.g101820.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103950.t1	EH23b.chr2.v1.g101830.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103970.t1	EH23b.chr2.v1.g101840.t1	C	A	C	C	A	C
EH23a.chr2.v1.g103980.t1	EH23b.chr2.v1.g101850.t1	C	C	C	C	C	C
EH23a.chr2.v1.g103980.t2	EH23b.chr2.v1.g101850.t2	A	C	A	C	C	C
EH23a.chr2.v1.g103990.t1	EH23b.chr2.v1.g101860.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104010.t1	EH23b.chr2.v1.g101880.t1	B	B	C	C	C	B
EH23a.chr2.v1.g104020.t1	EH23b.chr2.v1.g101890.t1	C	A	A	A	A	C
EH23a.chr2.v1.g104080.t1	EH23b.chr2.v1.g101980.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104100.t1	EH23b.chr2.v1.g102050.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104110.t1	EH23b.chr2.v1.g102080.t1	C	A	C	C	A	C
EH23a.chr2.v1.g104120.t1	EH23b.chr2.v1.g102090.t1	C	C	C	C	C	A
EH23a.chr2.v1.g104140.t1	EH23b.chr2.v1.g102110.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104150.t1	EH23b.chr2.v1.g102120.t1	B	B	C	B	B	B
EH23a.chr2.v1.g104170.t1	EH23b.chr2.v1.g102140.t1	A	C	C	C	B	B
EH23a.chr2.v1.g104190.t1	EH23b.chr2.v1.g102150.t1	A	A	A	A	A	A
EH23a.chr2.v1.g104200.t1	EH23b.chr2.v1.g102160.t1	A	A	C	A	A	A
EH23a.chr2.v1.g104230.t1	EH23b.chr2.v1.g102190.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104240.t1	EH23b.chr2.v1.g102280.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104250.t1	EH23b.chr2.v1.g102290.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104270.t1	EH23b.chr2.v1.g102310.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104290.t1	EH23b.chr2.v1.g102330.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104300.t1	EH23b.chr2.v1.g102340.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104310.t1	EH23b.chr2.v1.g102350.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104320.t1	EH23b.chr2.v1.g102360.t1	A	A	A	A	A	A
EH23a.chr2.v1.g104330.t1	EH23b.chr2.v1.g102370.t1	A	C	C	C	A	A
EH23a.chr2.v1.g104390.t1	EH23b.chr2.v1.g102410.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104400.t1	EH23b.chr2.v1.g102420.t1	A	A	A	A	C	A
EH23a.chr2.v1.g104410.t1	EH23b.chr2.v1.g102430.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104420.t1	EH23b.chr2.v1.g102450.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104430.t1	EH23b.chr2.v1.g102460.t1	A	C	C	C	C	A
EH23a.chr2.v1.g104440.t1	EH23b.chr2.v1.g102470.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104460.t1	EH23b.chr2.v1.g102480.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104470.t1	EH23b.chr2.v1.g102520.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104480.t1	EH23b.chr2.v1.g102530.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104500.t1	EH23b.chr2.v1.g102580.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104520.t1	EH23b.chr2.v1.g102590.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104530.t1	EH23b.chr2.v1.g102600.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104540.t1	EH23b.chr2.v1.g102620.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104610.t1	EH23b.chr2.v1.g102640.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104640.t1	EH23b.chr2.v1.g102660.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104660.t1	EH23b.chr2.v1.g102670.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104670.t1	EH23b.chr2.v1.g102680.t1	A	C	C	A	A	A
EH23a.chr2.v1.g104680.t1	EH23b.chr2.v1.g102690.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104700.t1	EH23b.chr2.v1.g102710.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104750.t1	EH23b.chr2.v1.g102720.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104890.t1	EH23b.chr2.v1.g102730.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104890.t2	EH23b.chr2.v1.g102730.t2	C	C	C	C	C	C
EH23a.chr2.v1.g104950.t1	EH23b.chr2.v1.g102750.t1	A	A	A	A	A	A
EH23a.chr2.v1.g104960.t1	EH23b.chr2.v1.g102760.t1	A	C	A	A	A	A
EH23a.chr2.v1.g104970.t1	EH23b.chr2.v1.g102770.t1	C	C	C	C	C	C
EH23a.chr2.v1.g104980.t1	EH23b.chr2.v1.g102780.t1	C	C	C	A	C	C
EH23a.chr2.v1.g104990.t1	EH23b.chr2.v1.g102790.t1	A	A	A	A	A	A
EH23a.chr2.v1.g105000.t1	EH23b.chr2.v1.g102800.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105020.t1	EH23b.chr2.v1.g102820.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105040.t1	EH23b.chr2.v1.g102830.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105050.t1	EH23b.chr2.v1.g102840.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105100.t1	EH23b.chr2.v1.g102880.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105110.t1	EH23b.chr2.v1.g102890.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105140.t1	EH23b.chr2.v1.g102920.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105150.t1	EH23b.chr2.v1.g102940.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105200.t1	EH23b.chr2.v1.g102990.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105250.t1	EH23b.chr2.v1.g103020.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105270.t1	EH23b.chr2.v1.g103040.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105280.t1	EH23b.chr2.v1.g103050.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105290.t1	EH23b.chr2.v1.g103060.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105300.t1	EH23b.chr2.v1.g103120.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105310.t1	EH23b.chr2.v1.g103130.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105320.t1	EH23b.chr2.v1.g103140.t1	C	A	C	C	C	C
EH23a.chr2.v1.g105330.t1	EH23b.chr2.v1.g103210.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105340.t1	EH23b.chr2.v1.g103230.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105370.t1	EH23b.chr2.v1.g103270.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105400.t1	EH23b.chr2.v1.g103280.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105410.t1	EH23b.chr2.v1.g103300.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105420.t1	EH23b.chr2.v1.g103310.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105450.t1	EH23b.chr2.v1.g103340.t1	C	C	C	C	B	C
EH23a.chr2.v1.g105490.t1	EH23b.chr2.v1.g103420.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105530.t1	EH23b.chr2.v1.g103460.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105540.t1	EH23b.chr2.v1.g103480.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105570.t1	EH23b.chr2.v1.g103490.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105580.t1	EH23b.chr2.v1.g103500.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105590.t1	EH23b.chr2.v1.g103510.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105620.t1	EH23b.chr2.v1.g103530.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105630.t1	EH23b.chr2.v1.g103540.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105670.t1	EH23b.chr2.v1.g103570.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105680.t1	EH23b.chr2.v1.g103580.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105690.t1	EH23b.chr2.v1.g103590.t1	C	C	C	C	A	C
EH23a.chr2.v1.g105700.t1	EH23b.chr2.v1.g103600.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105710.t1	EH23b.chr2.v1.g103610.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105720.t1	EH23b.chr2.v1.g103620.t1	A	A	C	A	C	A
EH23a.chr2.v1.g105730.t1	EH23b.chr2.v1.g103630.t1	C	A	C	A	C	C
EH23a.chr2.v1.g105740.t1	EH23b.chr2.v1.g103640.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105750.t1	EH23b.chr2.v1.g103650.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105760.t1	EH23b.chr2.v1.g103660.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105770.t1	EH23b.chr2.v1.g103670.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105780.t1	EH23b.chr2.v1.g103680.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105790.t1	EH23b.chr2.v1.g103690.t1	A	A	A	C	C	A
EH23a.chr2.v1.g105800.t1	EH23b.chr2.v1.g103700.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105810.t1	EH23b.chr2.v1.g103710.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105820.t1	EH23b.chr2.v1.g103720.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105860.t1	EH23b.chr2.v1.g103740.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105870.t1	EH23b.chr2.v1.g103750.t1	C	B	C	C	C	C
EH23a.chr2.v1.g105880.t1	EH23b.chr2.v1.g103760.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105910.t1	EH23b.chr2.v1.g103780.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105960.t1	EH23b.chr2.v1.g103810.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105970.t1	EH23b.chr2.v1.g103820.t1	C	C	C	C	C	C
EH23a.chr2.v1.g105980.t1	EH23b.chr2.v1.g103830.t1	C	C	C	C	C	C
EH23a.chr2.v1.g106030.t1	EH23b.chr2.v1.g103860.t1	B	B	C	B	C	B
EH23a.chr2.v1.g106040.t1	EH23b.chr2.v1.g103870.t1	C	C	C	C	C	B
EH23a.chr2.v1.g106050.t1	EH23b.chr2.v1.g103890.t1	C	C	C	C	A	C
EH23a.chr2.v1.g106070.t1	EH23b.chr2.v1.g103910.t1	C	C	C	C	C	C
EH23a.chr2.v1.g106080.t1	EH23b.chr2.v1.g103920.t1	C	C	C	C	C	C
EH23a.chr2.v1.g106090.t1	EH23b.chr2.v1.g103930.t1	C	B	C	C	C	B
EH23a.chr2.v1.g106110.t1	EH23b.chr2.v1.g103990.t1	C	C	C	C	C	C
EH23a.chr2.v1.g106130.t1	EH23b.chr2.v1.g104010.t1	C	C	C	C	C	C
EH23a.chr2.v1.g106140.t1	EH23b.chr2.v1.g104030.t1	C	C	C	C	C	C
EH23a.chr2.v1.g106150.t1	EH23b.chr2.v1.g104040.t1	C	C	C	C	C	C
EH23a.chr2.v1.g106160.t1	EH23b.chr2.v1.g104060.t1	C	C	C	A	C	C
EH23a.chr2.v1.g106180.t1	EH23b.chr2.v1.g104090.t1	C	C	C	C	C	C
EH23a.chr2.v1.g106210.t1	EH23b.chr2.v1.g104120.t1	C	C	C	C	C	C
EH23a.chr2.v1.g106220.t1	EH23b.chr2.v1.g104130.t1	C	C	A	C	C	C
EH23a.chr2.v1.g106230.t1	EH23b.chr2.v1.g104140.t1	C	C	C	C	C	C
